Item Product Group Code,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,999.0,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total,total_quantity,total_value,days_of_inventory,tier,reorder_threshold
10-30-10,PIPPA CROSSBODY,102572,FA25,PIPPA - CROSSBODY WITH VERTICAL FRONT POCKET,BLACK,990.NS.,0135729109372,129.99,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,0,38,38.0,4939.620000000001,30,doing_good,300
20-10-30,LUKA,102786,SP25,LUKA - BIKER JACKET WITH RUB-OFF EFFECTS,RUB-OFF BLACK,977.2XL.,0135729111054,449.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,11,11.0,4939.0,30,doing_good,300
10-10-30,EMMILA,102611,FA25,EMMILA - BIKER BOMBER W/ BLAZER STYLE,DARK RED,632.XS.,0135729109693,329.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,15,15.0,4935.0,30,doing_good,300
10-10-30,AGATHA,102629,SP25,AGATHA - BOMBER W/ MULTIPLE VERTICAL PANELS,BLACK,990.XS.,0135729109826,379.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0,13,13.0,4927.0,30,doing_good,300
10-10-30,MANDY,102468,SP25,MANDY - CLASSIC BELTED BIKER W/ASYMMETRICAL PKT,BLACK,990.L,0135729108040,547.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,9,9.0,4923.0,30,doing_good,300
20-10-30,CAMDEN 2,101570,KI00,CAMDEN 2 - ZIP FRONT BOMBER W/SIDE RIBBED PANELS,BLACK,990.M,0135729100171,547.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,9,9.0,4923.0,30,doing_good,300
10-10-30,MONIKA,102801,SP25,MONIKA - BAND COLLAR ZIP FRONT JACKET,SAND,116.L.,0135729111234,547.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,9,9.0,4923.0,30,doing_good,300
10-10-30,AMORA,102738,SP25,AMORA - BOMBER W/ FUNNEL COLLAR & ZIP FRONT,MAGENTA,545.3XS.,0135729110751,547.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10,9.0,4923.0,30,doing_good,300
20-10-30,HAYDEN,100980,KI00,HAYDEN - BOMBER W/KNIT COLLAR STORM INSERT,BLACK,990.XS,9135729099262,547.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,9,9.0,4923.0,30,doing_good,300
20-10-30,HAYDEN,100980,KI00,HAYDEN - BOMBER W/KNIT COLLAR STORM INSERT,BLACK,990.3XL,0135729104939,547.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,9,9.0,4923.0,30,doing_good,300
20-10-30,JAXON,100552,KI00,JAXON - BOMBER WITH DETACHABLE FABRIC HOOD,WHISKEY,733.3XL,0135729105929,547.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,9,9.0,4923.0,30,doing_good,300
20-30-10,ELIAM CROSSBODY,102774,SP25,ELIAM - CROSSBODY BAG W/2 ZIP FRONT POCKETS,BROWN,870.NS.,0135729110998,259.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,19,19.0,4921.0,30,doing_good,300
10-10-30,DARIA,101472,KI00,DARIA - SLIM FIT CROPPED BIKER W/PERFORATED BACK,BRITISH TAN,723.XS,0135729108725,447.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,11,11.0,4917.0,30,doing_good,300
10-30-20,JUDEE LARGE WALLET,102376,FA24,JUDEE - LARGE WALLET W/ PHONE PKT & CHAIN,BLACK,990.NS,0135729107293,69.99,27.0,9.0,0.0,5.0,13.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,5.0,4.0,7.0,8.0,0.0,4.0,0,97,70.0,4899.299999999999,30,doing_good,300
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND,COBALT,440.NS,0135729104178,69.0,33.0,10.0,0.0,7.0,10.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,8.0,8.0,0.0,4.0,0,104,71.0,4899.0,30,doing_good,300
20-10-20,BOSTON REVERSIBLE,102794,FA26,"BOSTON -REVERSIBLE JACKET W/KNIT COLLAR, CUFF & WB",BLACK/BLACK,919.XS.,0135729111152,697.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,7.0,4879.0,30,doing_good,300
10-30-20,JODELLE CARDHOLDER,100905,KI00,JODELLE - FOLDOVER CARDHOLDER W/COMPARTMENT,FIRE RED,622NS,0135729102765,49.0,36.0,12.0,7.0,8.0,7.0,7.0,4.0,5.0,3.0,5.0,3.0,4.0,10.0,4.0,4.0,7.0,3.0,6.0,0,135,99.0,4851.0,30,doing_good,300
20-10-30,CORBAN,101654,KI00,CORBAN - BOMBER W/ELBOW PANELS & SIDE TABS,STEEL BLUE,460.XS,0135729100748,537.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,9,9.0,4833.0,30,doing_good,300
10-30-20,ABERDEEN WALLET,101691,FA25,ABERDEEN - LARGE WALLET W/SLIP PKT & ZIP AROUND,ORANGE,260.NS,0135729104181,69.0,24.0,9.0,0.0,4.0,8.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,6.0,13.0,0.0,4.0,0,94,70.0,4830.0,30,doing_good,300
20-10-20,SANDER,101810,FA26,SANDER - CLEAN JACKET W/ZIP-OUT FRONT INSERT,BLACK,990.L,0135729102330,399.99,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12,12.0,4799.88,30,doing_good,300
10-20-10,VIVENNE,102610,SP25,VIVENNE - CLASSIC LAPEL JACKET W/ FRONT BUTTON,BROWN,870.XS.,0135729109677,399.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,12,12.0,4788.0,30,doing_good,300
10-20-10,VIVENNE,102610,SP25,VIVENNE - CLASSIC LAPEL JACKET W/ FRONT BUTTON,BROWN,870.M.,0135729109679,399.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,13,12.0,4788.0,30,doing_good,300
10-10-30,LENAH,102745,SP25,LENAH - CLEAN CLASSIC BIKER BOMBER,BLACK,990.2XL.,0135729110846,597.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,10,8.0,4776.0,30,doing_good,300
20-30-10,MORGAN DUFFEL,102625,KI00,MORGA - DUFFEL BAG W/ LARGE ZIPPER POCKETS,BROWN,870.NS,0135729109964,199.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,2,26,24.0,4776.0,30,doing_good,300
10-30-10,MYLAH LARGE TOTE,102574,FA25,MYLAH - LARGE TOTE WITH DETACHABLE HANDLE,SADDLE,853.NS.,0135729109350,199.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0,24,24.0,4776.0,30,doing_good,300
10-10-30,JULIETTE,101022,KI00,JULIETTE - CLASSIC BIKER - 72243,LATTE,815.2XS,9135729060620,397.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12,12.0,4764.0,30,doing_good,300
10-10-30,JULIETTE,101022,KI00,JULIETTE - CLASSIC BIKER - 72243,BLACK,990.3XS,9135729021416,397.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0,12,12.0,4764.0,30,doing_good,300
10-10-30,JULIETTE,101022,KI00,JULIETTE - CLASSIC BIKER - 72243,LATTE,815.M,9135729060651,397.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12,12.0,4764.0,30,doing_good,300
10-30-20,CELINA CARDHOLDER,101921,FA25,CELINA - CARDHOLDER W/CENTER ZIP COMPARTMENT,BLACK,990NS,0135729102823,49.0,85.0,9.0,4.0,5.0,7.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,8.0,11.0,5.0,4.0,1,183,97.0,4753.0,30,doing_good,300
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,SAND,116.04.,0135729110668,297.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,17,16.0,4752.0,30,doing_good,300
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,SAND,116.08.,0135729110670,297.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,16,16.0,4752.0,30,doing_good,300
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,SAND,116.06.,0135729110669,297.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,16,16.0,4752.0,30,doing_good,300
10-20-10,NINA,102472,SP25,NINA - NEW BASIC LIVIA BLAZER,LATTE,815.M.,0135729110331,279.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,18,17.0,4743.0,30,doing_good,300
10-10-30,MONACO BIKER,102769,SP25,MONACO - LEATHER BIKER W/ ZIPPER & 3/4 SLEEVE,BLACK,990.3XS.,0135729110962,527.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,9.0,4743.0,30,doing_good,300
10-20-10,NINA,102472,SP25,NINA - NEW BASIC LIVIA BLAZER,LATTE,815.L.,0135729110332,279.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,18,17.0,4743.0,30,doing_good,300
10-20-40,DANA,102121,KI00,DANA - LEATHER PANTS WITH KNIT FABRIC PACK PANELS,BLACK,990.04,0135729104842,249.0,7.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0,26,19.0,4731.0,30,doing_good,300
10-10-30,MAGALIE,101028,KI00,MAGALIE - BOMBER W/ZIP POCKETS & SIDE ELASTIC,SAGE,312.M,0135729107585,427.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,11,11.0,4697.0,30,doing_good,300
20-10-30,BRAD,102785,SP25,BRAD - MOTO JACKET WITH ZIPPER CHEST POCKETS,RUB-OFF BLACK,977.XL.,0135729111042,469.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,10,10.0,4690.0,30,doing_good,300
10-30-20,KEYSI MEDIUM BI-FOLD WALLET,102207,SP24,KEYSI - BI-FOLD WALLET W/SLIP-OUT CARDHOLDER,GREY PYTHON,848.NS,0135729107161,59.0,32.0,9.0,9.0,5.0,3.0,3.0,6.0,4.0,6.0,8.0,3.0,3.0,3.0,6.0,3.0,3.0,1.0,4.0,1,112,79.0,4661.0,30,doing_good,300
20-30-20,PORTER,102084,FA24,PORTER - BI-FOLD WALLET W/CARD SLOTS & MONEY CLIP,BROWN,870.NS,0135729104596,49.0,65.0,12.0,10.0,3.0,3.0,12.0,5.0,5.0,7.0,6.0,7.0,3.0,2.0,4.0,7.0,4.0,3.0,2.0,0,160,95.0,4655.0,30,doing_good,300
10-30-10,SOPHIE CROSSBODY,102632,FA25,SOPHIE - LEATHER CROSSBODY W/SLOUCHY BODY,EGGPLANT,580.NS,0135729109910,139.99,0.0,5.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0,33,33.0,4619.67,30,doing_good,300
20-30-10,ELIAM SLING BAG,102772,SP25,ELIAM - SLING W/TRIPLE COMPARTMENTS,BROWN,870.NS.,0135729110994,229.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,20,20.0,4580.0,30,doing_good,300
20-30-20,CALEB CARDHOLDER,102595,FA25,CALEB - CARDHOLDER W/ MATTE PEBBLE,BLACK,990.NS.,0135729109317,57.0,1.0,10.0,4.0,4.0,5.0,3.0,5.0,6.0,5.0,3.0,7.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,0,81,80.0,4560.0,30,doing_good,300
10-30-20,JUDEE LARGE WALLET,102376,FA24,JUDEE - LARGE WALLET W/ PHONE PKT & CHAIN,DARK RED,632.NS,0135729107291,69.99,0.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,0.0,5.0,7.0,5.0,4.0,5.0,8.0,0.0,5.0,0,65,65.0,4549.349999999999,30,doing_good,300
10-10-30,ALICE,102608,SP25,ALICE - LEATHER BOMBER BONDED W/WOOL KNIT,BLACK,990.M.,0135729109647,379.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12,12.0,4548.0,30,doing_good,300
10-10-30,AVERY,102457,SP25,AVERY - LEATHER BIKER W/ DOUBLE ZIPPER POCKETS,WHITE,100.2XS,0135729107878,379.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,12,12.0,4548.0,30,doing_good,300
20-10-30,SAMUEL,102672,FA25,SAMUEL - BOMBER W/FAUX SHERPA COLLAR & ZIP FRONT,BLACK,990.XL.,0135729110220,349.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,13,13.0,4537.0,30,doing_good,300
30-60-60,"MONACO 18"" CARRY-ON CASE",102680,ALL SEASON,"MONACO - 18"" PC HARD SPINNER CARRY-ON LUGGAGE CASE",SILVER,109.NS.,0135729110247,119.0,141.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0,179,38.0,4522.0,30,doing_good,300
10-30-10,ENSLEY SMALL CROSSBODY,102713,SP25,ENSLEY - SMALL CROSSBODY BAG W/ CLEAN TOP ZIPPER,SAGE,312.NS.,0135729110647,129.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,2.0,6.0,4.0,3.0,0.0,3.0,0.0,2.0,0,36,35.0,4515.0,30,doing_good,300
10-30-10,SELENE SHOULDER BAG,102705,SP25,SELENE - SHOULDER BAG W/ CONTRAST SHOULDER STRAPS,RED/SADDLE,680.NS.,0135729110594,109.99,40.0,7.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,8,89,41.0,4509.59,30,doing_good,300
10-10-10,HINISHA,102345,FA25,HINISHA - SHEARLING COAT W/ HOOD COLLAR,COGNAC,730.XL,0135729107097,1499.99,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,3.0,4499.97,30,doing_good,300
10-10-10,HINISHA,102345,FA25,HINISHA - SHEARLING COAT W/ HOOD COLLAR,COGNAC,730.M,0135729107095,1499.99,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15,3.0,4499.97,30,doing_good,300
10-10-10,HINISHA,102345,FA25,HINISHA - SHEARLING COAT W/ HOOD COLLAR,COGNAC,730.3XS,0135729107091,1499.99,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3.0,4499.97,30,doing_good,300
10-10-10,HINISHA,102345,FA25,HINISHA - SHEARLING COAT W/ HOOD COLLAR,SAND,116.S,0135729107086,1499.99,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,3.0,4499.97,30,doing_good,300
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.S,0135729110004,499.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,9,9.0,4491.0,30,doing_good,300
20-20-50,MILES,102517,SP24,MILES - DRESS SHIRT W/CF SNAP CLOSURE,COGNAC,730.XL,0135729108467,499.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,10,9.0,4491.0,30,doing_good,300
20-20-50,MILES,102517,SP24,MILES - DRESS SHIRT W/CF SNAP CLOSURE,COGNAC,730.L,0135729108470,499.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,10,9.0,4491.0,30,doing_good,300
20-20-50,MILES,102517,SP24,MILES - DRESS SHIRT W/CF SNAP CLOSURE,BLACK,990.XS,0135729108460,499.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9,9.0,4491.0,30,doing_good,300
20-10-30,MAXTON,102516,SP25,MAXTON - BONDED LEATHER DENIM-INSPIRED JACKET,COGNAC,730.S,0135729108474,499.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,9.0,4491.0,30,doing_good,300
20-10-30,MARTIN,102800,SP25,MARTIN - BOMBER W/KNIT CUFFS & WAISTBAND,DARK GREEN,321.M.,0135729111218,449.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,10,10.0,4490.0,30,doing_good,300
20-10-30,ASHER,100818,KI00,ASHER - ZIP FRONT BOMBER W/RIBBED LEATHER DETAILS,BLACK,990.XS,9135729097794,449.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10,10.0,4490.0,30,doing_good,300
10-30-20,ROSELLA CARDHOLDER,102587,FA25,ROSELLA - CARDHOLDER W/LEATHER TAB CLOSURE,BLACK,990.NS.,0135729109404,67.0,0.0,9.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,12.0,1.0,0,67,67.0,4489.0,30,doing_good,300
20-30-10,ELIAM CAMERA BAG,102773,SP25,ELIAM - CAMERA BAG W/2 ZIP FRONT POCKETS,BLACK,990.NS.,0135729110997,249.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,18,18.0,4482.0,30,doing_good,300
10-30-20,CELINA PHONE WALLET/CROSSBODY,101919,FA25,CELINA - CROSSBODY PHONE WALLET W/SLOTS,BLACK,990NS,0135729102829,79.99,0.0,8.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,5.0,3.0,6.0,4.0,2.0,4.0,3.0,2.0,3.0,0,56,56.0,4479.44,30,doing_good,300
10-20-30,MADALYN,102739,SP25,MADALYN - CLASSIC BONDED SKIRT,MAGENTA,545.02.,0135729110776,497.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,9,9.0,4473.0,30,doing_good,300
20-10-30,DESTAN,102528,SP25,DESTAN - BOMBER W/ FRONT ZIP & STAND COLLAR,STEEL BLUE,460.XS.,0135729110562,497.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,9,9.0,4473.0,30,doing_good,300
10-20-30,MADALYN,102739,SP25,MADALYN - CLASSIC BONDED SKIRT,CARAMEL,710.14.,0135729110774,497.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,10,9.0,4473.0,30,doing_good,300
10-10-30,DARIA,101472,KI00,DARIA - SLIM FIT CROPPED BIKER W/PERFORATED BACK,BLACK,990.XL,9135729087009,447.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,10,10.0,4470.0,30,doing_good,300
10-10-30,DARIA,101472,KI00,DARIA - SLIM FIT CROPPED BIKER W/PERFORATED BACK,BLACK,990.M,9135729086989,447.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,10,10.0,4470.0,30,doing_good,300
10-20-10,NINA,102472,SP25,NINA - NEW BASIC LIVIA BLAZER,LATTE,815.S.,0135729110330,279.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,16,16.0,4464.0,30,doing_good,300
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,SAND,116.12.,0135729110672,297.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,16,15.0,4455.0,30,doing_good,300
10-30-20,ROSELLA CARDHOLDER,102587,FA25,ROSELLA - CARDHOLDER W/LEATHER TAB CLOSURE,TRUFFLE,823.NS.,0135729109400,67.0,0.0,4.0,1.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,0,66,66.0,4422.0,30,doing_good,300
10-30-20,CIANA LARGE WALLET / CROSSBODY,101909,FA25,CIANA - LARGE ZIP AROUND WALLET/CROSSBODY,BLACK,990NS,0135729102861,68.88,0.0,5.0,6.0,7.0,2.0,0.0,3.0,4.0,0.0,4.0,2.0,6.0,6.0,2.0,4.0,8.0,4.0,1.0,4,68,64.0,4408.32,30,doing_good,300
20-30-10,ELIAM CROSSBODY,102774,SP25,ELIAM - CROSSBODY BAG W/2 ZIP FRONT POCKETS,BLACK,990.NS.,0135729110999,259.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,17,17.0,4403.0,30,doing_good,300
10-20-10,BETTY,102742,SP25,BETTY - COLLARLESS SHORT BLAZER,BLACK,990.2XS.,0135729110816,399.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11.0,4389.0,30,doing_good,300
20-30-20,SPENCER CARDHOLDER,102615,FA25,SPENCER - CARDHOLDER W/ COLOUR BLOCKED,GREY/RED,938.NS.,0135729109728,57.0,43.0,13.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,9.0,3.0,1.0,5.0,5,125,77.0,4389.0,30,doing_good,300
20-10-30,MILLER 2,101566,KI00,MILLER 2 - BOMBER W/STITCHED PANELS & BAND COLLAR,TAN,720S,0135729102755,399.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,12,11.0,4389.0,30,doing_good,300
20-10-30,JAMIE,100825,SP25,JAMIE - HOODIE WITH SHOULDER QUILTING,BLACK,990.XL,9135729101712,399.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0,11,11.0,4389.0,30,doing_good,300
20-10-30,JAMIE,100825,SP25,JAMIE - HOODIE WITH SHOULDER QUILTING,BLACK,990.L,9135729101705,399.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,11,11.0,4389.0,30,doing_good,300
20-30-10,BRADFORD BELT BAG,102115,ALL SEASON,BRADFORD - BELT BAG W/FRONT ZIP POUCH COMPARTMENT,BLACK,990.NS,0135729104630,129.0,0.0,8.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,0,34,34.0,4386.0,30,doing_good,300
20-10-30,CAMDEN 2,101570,KI00,CAMDEN 2 - ZIP FRONT BOMBER W/SIDE RIBBED PANELS,MAHOGANY,851.M,0135729104270,547.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,9,8.0,4376.0,30,doing_good,300
10-10-30,JULIETTE,101022,KI00,JULIETTE - CLASSIC BIKER - 72243,EGGPLANT,580.XL,0135729108719,397.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,11,11.0,4367.0,30,doing_good,300
